person_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_birth_date
22225,22225,34,53549,MORTGAGE,17.0,DEBTCONSOLIDATION,A,14200,6.99,0,0.27,N,6,1990-12-04
22226,22226,29,53590,MORTGAGE,2.0,HOMEIMPROVEMENT,B,11225,11.14,0,0.21,N,7,1995-12-04
22227,22227,29,30000,RENT,2.0,EDUCATION,C,6400,12.87,0,0.21,N,5,1995-12-04
22228,22228,28,53796,MORTGAGE,12.0,HOMEIMPROVEMENT,B,7000,9.91,0,0.13,N,8,1996-12-04
22229,22229,28,31800,RENT,2.0,VENTURE,E,6400,16.82,1,0.2,Y,5,1996-12-04
22230,22230,30,53979,MORTGAGE,5.0,EDUCATION,B,25000,10.08,0,0.46,N,7,1994-12-04
22231,22231,29,31836,RENT,2.0,EDUCATION,D,6400,14.96,1,0.2,Y,5,1995-12-04
22232,22232,32,54000,MORTGAGE,4.0,MEDICAL,C,12000,15.27,0,0.22,N,6,1992-12-04
22233,22233,27,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,27575,,0,0.51,N,10,1997-12-04
22234,22234,29,34000,RENT,2.0,DEBTCONSOLIDATION,B,6400,6.0,0,0.19,N,8,1995-12-04
22235,22235,27,54000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,6000,14.27,0,0.11,Y,7,1997-12-04
22236,22236,29,54000,MORTGAGE,2.0,EDUCATION,C,2500,13.49,0,0.05,Y,9,1995-12-04
22237,22237,33,48000,MORTGAGE,7.0,PERSONAL,B,7000,12.42,1,0.15,N,5,1991-12-04
22238,22238,27,54000,MORTGAGE,4.0,MEDICAL,A,9000,6.62,0,0.17,N,10,1997-12-04
22239,22239,27,35000,RENT,0.0,MEDICAL,A,6400,7.74,0,0.18,N,5,1997-12-04
22240,22240,30,36000,RENT,2.0,EDUCATION,B,6400,10.59,0,0.18,N,9,1994-12-04
22241,22241,30,54000,MORTGAGE,6.0,MEDICAL,A,5375,,0,0.1,N,5,1994-12-04
22242,22242,30,54000,MORTGAGE,14.0,EDUCATION,B,14500,10.65,0,0.27,N,9,1994-12-04
22243,22243,34,37000,RENT,2.0,EDUCATION,C,6400,13.61,0,0.17,N,9,1990-12-04
22244,22244,30,54000,MORTGAGE,13.0,MEDICAL,A,10000,7.9,0,0.19,N,10,1994-12-04
22245,22245,28,48000,MORTGAGE,13.0,PERSONAL,C,5000,15.27,1,0.1,Y,5,1996-12-04
22246,22246,34,54000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,27000,7.9,0,0.5,N,5,1990-12-04
22247,22247,34,32000,RENT,0.0,HOMEIMPROVEMENT,D,6400,15.62,1,0.2,N,5,1990-12-04
22248,22248,30,54000,MORTGAGE,0.0,VENTURE,A,9600,,0,0.18,N,8,1994-12-04
22249,22249,28,42000,RENT,0.0,MEDICAL,A,6400,5.79,0,0.15,N,6,1996-12-04
22250,22250,33,54000,MORTGAGE,8.0,MEDICAL,A,3800,8.9,0,0.07,N,7,1991-12-04
22251,22251,34,43000,RENT,1.0,MEDICAL,A,6400,9.63,0,0.15,N,5,1990-12-04
22252,22252,32,54000,MORTGAGE,16.0,PERSONAL,A,11200,6.03,0,0.21,N,9,1992-12-04
22253,22253,30,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,6.03,0,0.07,N,5,1994-12-04
22254,22254,35,54000,OWN,,VENTURE,A,6000,6.62,0,0.11,N,9,1989-12-04
22255,22255,32,41000,RENT,2.0,MEDICAL,D,6400,15.65,1,0.16,Y,6,1992-12-04
22256,22256,33,54000,MORTGAGE,3.0,EDUCATION,C,10000,15.23,0,0.19,Y,8,1991-12-04
22257,22257,27,54000,MORTGAGE,11.0,MEDICAL,A,4000,,0,0.07,N,8,1997-12-04
22258,22258,32,50000,RENT,16.0,HOMEIMPROVEMENT,D,6400,,0,0.13,Y,10,1992-12-04
22259,22259,30,50000,RENT,2.0,VENTURE,B,6400,11.71,0,0.13,N,6,1994-12-04
22260,22260,28,54000,MORTGAGE,12.0,MEDICAL,A,4150,7.49,0,0.08,N,6,1996-12-04
22261,22261,32,50000,RENT,0.0,EDUCATION,C,6400,13.35,0,0.13,N,8,1992-12-04
22262,22262,33,54000,MORTGAGE,6.0,EDUCATION,B,2100,9.99,0,0.04,N,6,1991-12-04
22263,22263,27,50000,RENT,4.0,HOMEIMPROVEMENT,C,6400,13.23,0,0.13,Y,7,1997-12-04
22264,22264,29,54000,MORTGAGE,13.0,MEDICAL,B,12000,11.99,0,0.22,N,8,1995-12-04
22265,22265,28,56000,RENT,4.0,PERSONAL,A,6400,7.29,0,0.11,N,9,1996-12-04
22266,22266,34,56000,RENT,2.0,PERSONAL,C,6400,,0,0.11,Y,5,1990-12-04
22267,22267,32,57192,RENT,5.0,PERSONAL,A,6400,8.0,0,0.11,N,5,1992-12-04
22268,22268,34,54000,MORTGAGE,5.0,PERSONAL,A,3500,5.99,0,0.06,N,6,1990-12-04
22269,22269,33,58000,RENT,5.0,MEDICAL,A,6400,7.51,0,0.11,N,8,1991-12-04
22270,22270,32,54000,MORTGAGE,9.0,EDUCATION,B,3000,,0,0.06,N,7,1992-12-04
22271,22271,27,58500,RENT,11.0,VENTURE,B,6400,12.53,0,0.11,N,5,1997-12-04
22272,22272,29,54000,MORTGAGE,1.0,VENTURE,D,10000,16.89,0,0.19,N,5,1995-12-04
22273,22273,32,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10975,7.66,0,0.2,N,7,1992-12-04
22274,22274,31,54000,MORTGAGE,,VENTURE,A,6000,7.66,0,0.11,N,6,1993-12-04
22275,22275,28,64775,RENT,9.0,PERSONAL,C,6400,12.87,1,0.1,Y,10,1996-12-04
22276,22276,33,66000,RENT,2.0,VENTURE,D,6400,14.96,1,0.1,N,7,1991-12-04
22277,22277,35,69000,RENT,5.0,DEBTCONSOLIDATION,D,6400,16.77,1,0.09,Y,8,1989-12-04
22278,22278,29,75000,RENT,5.0,VENTURE,A,6400,7.49,0,0.09,N,8,1995-12-04
22279,22279,32,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.22,N,6,1992-12-04
22280,22280,32,54000,MORTGAGE,6.0,EDUCATION,A,4800,,0,0.09,N,7,1992-12-04
22281,22281,32,80000,RENT,1.0,MEDICAL,B,6400,10.99,0,0.08,N,10,1992-12-04
22282,22282,34,54000,MORTGAGE,5.0,MEDICAL,A,10000,7.29,0,0.19,N,7,1990-12-04
22283,22283,32,80000,RENT,0.0,MEDICAL,A,6400,7.88,0,0.08,N,8,1992-12-04
22284,22284,28,87000,RENT,7.0,VENTURE,B,6400,10.39,0,0.07,N,6,1996-12-04
22285,22285,30,90000,RENT,2.0,EDUCATION,A,6400,6.62,0,0.07,N,7,1994-12-04
22286,22286,28,54000,MORTGAGE,3.0,VENTURE,B,10000,9.99,0,0.19,N,9,1996-12-04
22287,22287,34,90000,RENT,4.0,MEDICAL,B,6400,,0,0.07,N,7,1990-12-04
22288,22288,32,95000,RENT,5.0,HOMEIMPROVEMENT,C,6400,11.54,0,0.07,N,5,1992-12-04
22289,22289,29,96000,RENT,3.0,HOMEIMPROVEMENT,B,6400,11.49,0,0.07,N,8,1995-12-04
22290,22290,32,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,5.79,0,0.09,N,6,1992-12-04
22291,22291,28,54000,MORTGAGE,1.0,PERSONAL,A,11000,6.54,0,0.2,N,9,1996-12-04
22292,22292,28,54000,MORTGAGE,1.0,VENTURE,B,6250,9.99,0,0.12,N,6,1996-12-04
22293,22293,31,48000,MORTGAGE,15.0,PERSONAL,B,5000,10.36,1,0.1,N,5,1993-12-04
22294,22294,31,54000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.11,N,5,1993-12-04
22295,22295,30,54000,MORTGAGE,12.0,MEDICAL,C,15000,14.72,0,0.28,Y,9,1994-12-04
22296,22296,28,54000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,11500,7.88,0,0.21,N,6,1996-12-04
22297,22297,32,54000,MORTGAGE,12.0,PERSONAL,A,3500,7.88,0,0.06,N,6,1992-12-04
22298,22298,28,54000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,1200,7.51,0,0.02,N,7,1996-12-04
22299,22299,34,54000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,4000,6.39,0,0.07,N,5,1990-12-04
22300,22300,27,54000,MORTGAGE,,DEBTCONSOLIDATION,A,2000,7.14,0,0.04,N,9,1997-12-04
22301,22301,27,27000,RENT,3.0,MEDICAL,B,6900,9.99,0,0.26,N,7,1997-12-04
22302,22302,31,48000,MORTGAGE,9.0,MEDICAL,A,8000,7.14,1,0.17,N,8,1993-12-04
22303,22303,30,39500,RENT,3.0,EDUCATION,A,6925,7.88,0,0.18,N,9,1994-12-04
22304,22304,30,54000,MORTGAGE,5.0,EDUCATION,A,5000,7.88,0,0.09,N,5,1994-12-04
22305,22305,28,54000,MORTGAGE,2.0,EDUCATION,B,9250,11.36,0,0.17,N,10,1996-12-04
22306,22306,32,43000,RENT,2.0,MEDICAL,B,6950,9.91,0,0.16,N,9,1992-12-04
22307,22307,29,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,7.14,0,0.09,N,5,1995-12-04
22308,22308,34,54000,OWN,8.0,MEDICAL,B,5000,10.62,0,0.09,N,7,1990-12-04
22309,22309,35,25200,RENT,0.0,PERSONAL,E,7000,15.68,1,0.28,Y,7,1989-12-04
22310,22310,33,54000,MORTGAGE,7.0,VENTURE,C,7500,13.22,0,0.14,N,10,1991-12-04
22311,22311,27,54000,OWN,2.0,HOMEIMPROVEMENT,B,9600,12.18,0,0.18,N,8,1997-12-04
22312,22312,29,26280,RENT,0.0,EDUCATION,B,7000,,0,0.27,N,9,1995-12-04
22313,22313,28,54000,MORTGAGE,9.0,EDUCATION,A,10000,8.59,0,0.19,N,8,1996-12-04
22314,22314,29,27000,RENT,4.0,VENTURE,C,7000,13.72,0,0.26,N,7,1995-12-04
22315,22315,32,27600,RENT,0.0,MEDICAL,A,7000,6.54,0,0.25,N,9,1992-12-04
22316,22316,32,54000,MORTGAGE,16.0,MEDICAL,A,10000,7.74,0,0.19,N,7,1992-12-04
22317,22317,27,27720,RENT,1.0,EDUCATION,B,7000,10.95,0,0.25,N,6,1997-12-04
22318,22318,30,28000,RENT,1.0,PERSONAL,C,7000,13.22,0,0.25,Y,10,1994-12-04
22319,22319,30,54000,MORTGAGE,8.0,PERSONAL,A,5000,8.0,0,0.09,N,8,1994-12-04
22320,22320,29,54000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,9.32,0,0.22,N,7,1995-12-04
22321,22321,34,28704,RENT,0.0,MEDICAL,A,7000,9.32,0,0.24,N,10,1990-12-04
22322,22322,32,54000,MORTGAGE,9.0,VENTURE,C,13000,12.53,0,0.24,N,10,1992-12-04
22323,22323,32,28800,RENT,3.0,MEDICAL,A,7000,7.51,0,0.24,N,10,1992-12-04
22324,22324,27,29004,RENT,6.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.24,N,10,1997-12-04
22325,22325,31,29736,RENT,4.0,EDUCATION,A,7000,6.92,0,0.24,N,8,1993-12-04
22326,22326,27,30000,RENT,5.0,MEDICAL,D,7000,15.62,1,0.23,N,6,1997-12-04
22327,22327,31,30000,RENT,5.0,MEDICAL,B,7000,11.99,0,0.23,N,8,1993-12-04
22328,22328,33,54072,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3000,6.99,0,0.06,N,7,1991-12-04
22329,22329,34,54072,MORTGAGE,12.0,PERSONAL,B,7000,11.89,0,0.13,N,9,1990-12-04
22330,22330,28,54080,MORTGAGE,7.0,HOMEIMPROVEMENT,B,13750,11.14,0,0.25,N,7,1996-12-04
22331,22331,27,30000,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.37,0,0.23,N,7,1997-12-04
22332,22332,29,30000,RENT,8.0,MEDICAL,C,7000,13.35,0,0.23,Y,10,1995-12-04
22333,22333,29,54099,MORTGAGE,2.0,DEBTCONSOLIDATION,B,21000,9.96,0,0.39,N,6,1995-12-04
22334,22334,29,30000,RENT,4.0,VENTURE,B,7000,12.18,0,0.23,N,9,1995-12-04
22335,22335,27,54120,MORTGAGE,2.0,VENTURE,B,6000,11.36,0,0.11,N,6,1997-12-04
22336,22336,27,54216,MORTGAGE,4.0,PERSONAL,A,9000,5.99,0,0.17,N,5,1997-12-04
22337,22337,30,30000,RENT,3.0,MEDICAL,A,7000,,0,0.23,N,8,1994-12-04
22338,22338,27,31200,RENT,3.0,PERSONAL,B,7000,9.88,0,0.22,N,9,1997-12-04
22339,22339,32,32000,RENT,1.0,HOMEIMPROVEMENT,D,7000,14.91,1,0.22,Y,9,1992-12-04
22340,22340,29,54500,MORTGAGE,7.0,PERSONAL,D,4275,,0,0.08,N,5,1995-12-04
22341,22341,29,54548,MORTGAGE,8.0,VENTURE,A,6000,7.14,0,0.11,N,9,1995-12-04
22342,22342,31,33000,RENT,2.0,VENTURE,A,7000,8.9,0,0.21,N,10,1993-12-04
22343,22343,30,54600,MORTGAGE,11.0,VENTURE,B,2500,9.99,0,0.05,N,7,1994-12-04
22344,22344,27,34000,RENT,7.0,MEDICAL,C,7000,15.96,0,0.21,Y,10,1997-12-04
22345,22345,28,35000,RENT,1.0,PERSONAL,B,7000,12.69,0,0.2,N,8,1996-12-04
22346,22346,29,54912,MORTGAGE,11.0,DEBTCONSOLIDATION,C,5500,12.53,0,0.1,Y,8,1995-12-04
22347,22347,29,35000,RENT,7.0,MEDICAL,C,7000,12.68,0,0.2,Y,9,1995-12-04
22348,22348,29,35000,RENT,3.0,MEDICAL,B,7000,8.88,0,0.2,N,5,1995-12-04
22349,22349,35,36000,RENT,5.0,MEDICAL,A,7000,6.91,0,0.19,N,9,1989-12-04
22350,22350,32,54996,MORTGAGE,1.0,MEDICAL,A,7000,6.92,0,0.13,N,8,1992-12-04
22351,22351,31,36000,RENT,14.0,EDUCATION,C,7000,13.72,0,0.19,N,8,1993-12-04
22352,22352,28,30416,RENT,7.0,HOMEIMPROVEMENT,D,7000,14.96,1,0.23,Y,7,1996-12-04
22353,22353,30,30475,RENT,2.0,HOMEIMPROVEMENT,B,7000,,1,0.23,N,5,1994-12-04
22354,22354,27,36500,RENT,3.0,DEBTCONSOLIDATION,C,7000,10.78,0,0.19,N,8,1997-12-04
22355,22355,30,48996,MORTGAGE,14.0,EDUCATION,C,1200,14.35,1,0.02,N,7,1994-12-04
22356,22356,27,54996,OWN,5.0,PERSONAL,C,16400,13.98,0,0.3,N,9,1997-12-04
22357,22357,28,37000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.19,N,8,1996-12-04
22358,22358,32,37120,RENT,7.0,PERSONAL,C,7000,13.47,0,0.19,Y,10,1992-12-04
22359,22359,28,54996,MORTGAGE,12.0,PERSONAL,A,6400,,0,0.12,N,5,1996-12-04
22360,22360,32,37440,RENT,8.0,VENTURE,B,7000,9.91,0,0.19,N,8,1992-12-04
22361,22361,29,32000,RENT,2.0,EDUCATION,C,7000,14.65,1,0.22,Y,10,1995-12-04
22362,22362,27,38000,RENT,12.0,VENTURE,A,7000,7.66,0,0.18,N,6,1997-12-04
22363,22363,27,38400,RENT,2.0,MEDICAL,A,7000,7.51,0,0.18,N,6,1997-12-04
22364,22364,31,39000,RENT,2.0,PERSONAL,C,7000,,0,0.18,N,9,1993-12-04
22365,22365,35,33000,RENT,4.0,EDUCATION,A,7000,7.9,1,0.21,N,9,1989-12-04
22366,22366,31,48996,MORTGAGE,0.0,HOMEIMPROVEMENT,D,8500,14.11,1,0.17,Y,9,1993-12-04
22367,22367,27,54996,OWN,2.0,HOMEIMPROVEMENT,D,8000,14.11,0,0.15,Y,9,1997-12-04
22368,22368,29,39996,RENT,3.0,PERSONAL,A,7000,9.32,0,0.18,N,6,1995-12-04
22369,22369,29,39996,RENT,3.0,MEDICAL,C,7000,12.84,0,0.18,N,5,1995-12-04
22370,22370,28,34000,RENT,2.0,EDUCATION,C,7000,13.49,1,0.21,Y,5,1996-12-04
22371,22371,33,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,3500,10.65,0,0.06,N,5,1991-12-04
22372,22372,31,40000,RENT,2.0,EDUCATION,B,7000,9.62,0,0.17,N,9,1993-12-04
22373,22373,30,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,16000,,0,0.29,N,6,1994-12-04
22374,22374,29,40000,RENT,14.0,VENTURE,A,7000,7.14,0,0.17,N,5,1995-12-04
22375,22375,27,55000,MORTGAGE,5.0,PERSONAL,A,5000,6.62,0,0.09,N,6,1997-12-04
22376,22376,35,40000,RENT,3.0,VENTURE,D,7000,16.07,0,0.17,Y,8,1989-12-04
22377,22377,28,40000,RENT,2.0,PERSONAL,A,7000,8.59,0,0.17,N,10,1996-12-04
22378,22378,31,55000,MORTGAGE,15.0,VENTURE,B,4000,12.42,0,0.07,N,9,1993-12-04
22379,22379,28,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,20000,6.62,0,0.36,N,10,1996-12-04
22380,22380,29,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000,,0,0.09,N,8,1995-12-04
22381,22381,35,41000,RENT,2.0,EDUCATION,C,7000,13.49,0,0.17,Y,7,1989-12-04
22382,22382,30,55000,MORTGAGE,2.0,EDUCATION,A,11500,7.9,0,0.21,N,9,1994-12-04
22383,22383,27,41000,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.73,0,0.17,Y,5,1997-12-04
22384,22384,28,55000,OWN,13.0,PERSONAL,A,18000,7.9,0,0.33,N,6,1996-12-04
22385,22385,27,35520,RENT,1.0,VENTURE,D,7000,14.91,1,0.2,Y,8,1997-12-04
22386,22386,29,41779,RENT,5.0,EDUCATION,A,7000,5.79,0,0.17,N,10,1995-12-04
22387,22387,27,55000,MORTGAGE,6.0,PERSONAL,A,10000,7.9,0,0.18,N,6,1997-12-04
22388,22388,27,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.16,N,8,1997-12-04
22389,22389,31,42000,RENT,2.0,MEDICAL,A,7000,7.9,0,0.17,N,7,1993-12-04
22390,22390,28,42000,RENT,0.0,VENTURE,B,7000,11.11,0,0.17,N,6,1996-12-04
22391,22391,33,36000,RENT,5.0,DEBTCONSOLIDATION,A,7000,5.79,1,0.19,N,5,1991-12-04
22392,22392,28,55000,OWN,0.0,DEBTCONSOLIDATION,D,6700,16.77,0,0.12,Y,7,1996-12-04
22393,22393,28,55000,MORTGAGE,7.0,MEDICAL,A,8000,,0,0.15,N,8,1996-12-04
22394,22394,28,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,22000,,0,0.4,N,10,1996-12-04
22395,22395,34,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,2500,13.49,0,0.05,N,7,1990-12-04
22396,22396,34,55000,MORTGAGE,4.0,EDUCATION,C,7000,13.49,0,0.13,Y,10,1990-12-04
22397,22397,27,55000,OWN,3.0,EDUCATION,C,4500,13.49,0,0.08,N,8,1997-12-04
22398,22398,29,55000,MORTGAGE,1.0,VENTURE,A,12625,7.9,0,0.23,N,6,1995-12-04
22399,22399,31,55000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,7.49,0,0.15,N,9,1993-12-04
22400,22400,28,43000,RENT,12.0,MEDICAL,A,7000,,0,0.16,N,8,1996-12-04
22401,22401,29,55000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0,0.22,N,6,1995-12-04
22402,22402,33,43000,RENT,2.0,EDUCATION,A,7000,7.88,0,0.16,N,6,1991-12-04
22403,22403,30,55000,MORTGAGE,1.0,PERSONAL,B,6500,10.99,0,0.12,N,9,1994-12-04
22404,22404,28,55000,MORTGAGE,6.0,EDUCATION,A,2400,,0,0.04,N,8,1996-12-04
22405,22405,27,44000,RENT,2.0,MEDICAL,A,7000,7.14,0,0.16,N,7,1997-12-04
22406,22406,28,55000,OWN,7.0,VENTURE,A,20000,7.49,0,0.36,N,6,1996-12-04
22407,22407,34,55000,MORTGAGE,3.0,VENTURE,A,12800,5.42,0,0.23,N,9,1990-12-04
22408,22408,27,44400,RENT,7.0,VENTURE,B,7000,10.0,0,0.16,N,6,1997-12-04
22409,22409,28,49000,MORTGAGE,11.0,VENTURE,C,8025,,1,0.16,Y,7,1996-12-04
22410,22410,30,55000,MORTGAGE,0.0,PERSONAL,C,6000,12.99,0,0.11,Y,6,1994-12-04
22411,22411,28,55000,MORTGAGE,12.0,MEDICAL,A,7000,,0,0.13,N,6,1996-12-04
22412,22412,35,55000,MORTGAGE,7.0,EDUCATION,B,1450,10.59,0,0.03,N,5,1989-12-04
22413,22413,33,55000,MORTGAGE,3.0,MEDICAL,A,1775,7.49,0,0.03,N,7,1991-12-04
22414,22414,27,45000,RENT,1.0,EDUCATION,A,7000,7.49,0,0.16,N,9,1997-12-04
22415,22415,28,45000,RENT,3.0,MEDICAL,C,7000,13.43,0,0.16,Y,7,1996-12-04
22416,22416,34,45000,RENT,3.0,PERSONAL,B,7000,11.86,0,0.16,N,8,1990-12-04
22417,22417,33,45000,RENT,0.0,VENTURE,B,7000,10.38,0,0.16,N,8,1991-12-04
22418,22418,30,55000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,12000,,0,0.22,N,7,1994-12-04
22419,22419,31,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,7.49,0,0.22,N,5,1993-12-04
22420,22420,27,39000,RENT,4.0,PERSONAL,C,7000,13.79,1,0.18,Y,7,1997-12-04
22421,22421,34,46000,RENT,1.0,MEDICAL,A,7000,8.9,0,0.15,N,8,1990-12-04
22422,22422,29,55000,MORTGAGE,11.0,MEDICAL,B,4000,10.99,0,0.07,N,6,1995-12-04
22423,22423,27,55000,MORTGAGE,3.0,PERSONAL,A,11000,7.49,0,0.2,N,10,1997-12-04
22424,22424,29,40000,RENT,2.0,DEBTCONSOLIDATION,D,7000,14.91,1,0.17,Y,9,1995-12-04
22425,22425,32,49000,MORTGAGE,3.0,MEDICAL,B,11500,10.99,1,0.23,N,9,1992-12-04
22426,22426,35,55000,MORTGAGE,14.0,PERSONAL,A,15000,8.49,0,0.27,N,10,1989-12-04
22427,22427,29,47000,RENT,2.0,EDUCATION,B,7000,10.36,0,0.15,N,7,1995-12-04
22428,22428,30,49000,MORTGAGE,2.0,PERSONAL,C,16000,13.49,1,0.33,N,7,1994-12-04
22429,22429,33,48000,RENT,1.0,MEDICAL,B,7000,11.99,0,0.15,N,8,1991-12-04
22430,22430,29,55000,MORTGAGE,4.0,PERSONAL,B,8000,10.0,0,0.15,N,6,1995-12-04
22431,22431,28,48000,RENT,12.0,MEDICAL,B,7000,11.36,0,0.15,N,9,1996-12-04
22432,22432,29,55000,MORTGAGE,4.0,PERSONAL,A,3600,6.92,0,0.07,N,10,1995-12-04
22433,22433,30,48409,RENT,4.0,MEDICAL,B,7000,,0,0.14,N,10,1994-12-04
22434,22434,31,49000,RENT,8.0,DEBTCONSOLIDATION,B,7000,12.69,0,0.14,N,6,1993-12-04
22435,22435,33,49896,RENT,8.0,MEDICAL,A,7000,,0,0.14,N,9,1991-12-04
22436,22436,30,50000,RENT,0.0,DEBTCONSOLIDATION,C,7000,14.65,0,0.14,N,9,1994-12-04
22437,22437,34,55000,MORTGAGE,6.0,EDUCATION,C,5000,13.43,0,0.09,Y,10,1990-12-04
22438,22438,35,50000,RENT,4.0,DEBTCONSOLIDATION,B,7000,11.49,0,0.14,N,9,1989-12-04
22439,22439,35,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3200,5.79,0,0.06,N,10,1989-12-04
22440,22440,29,50000,RENT,3.0,DEBTCONSOLIDATION,B,7000,,0,0.14,N,6,1995-12-04
22441,22441,28,50000,RENT,0.0,VENTURE,A,7000,6.92,0,0.14,N,9,1996-12-04
22442,22442,28,50000,RENT,0.0,EDUCATION,A,7000,8.32,0,0.14,N,5,1996-12-04
22443,22443,29,50400,RENT,6.0,DEBTCONSOLIDATION,A,7000,6.17,0,0.14,N,8,1995-12-04
22444,22444,29,55000,MORTGAGE,13.0,MEDICAL,C,8000,13.72,0,0.15,N,9,1995-12-04
22445,22445,29,52000,RENT,13.0,PERSONAL,D,7000,16.77,0,0.13,N,5,1995-12-04
22446,22446,33,55000,MORTGAGE,5.0,PERSONAL,A,15000,6.54,0,0.27,N,6,1991-12-04
22447,22447,28,52000,RENT,3.0,HOMEIMPROVEMENT,B,7000,11.99,0,0.13,N,8,1996-12-04
22448,22448,28,52000,RENT,0.0,DEBTCONSOLIDATION,B,7000,,0,0.13,N,9,1996-12-04
22449,22449,27,55000,MORTGAGE,2.0,MEDICAL,B,9600,9.62,0,0.17,N,9,1997-12-04
22450,22450,31,52249,RENT,7.0,HOMEIMPROVEMENT,A,7000,7.49,0,0.13,N,7,1993-12-04
22451,22451,31,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6250,9.99,0,0.11,N,9,1993-12-04
22452,22452,30,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.22,N,10,1994-12-04
22453,22453,28,55000,MORTGAGE,5.0,PERSONAL,A,4800,5.79,0,0.09,N,6,1996-12-04
22454,22454,27,55000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11000,5.42,0,0.2,N,9,1997-12-04
22455,22455,28,53000,RENT,0.0,DEBTCONSOLIDATION,B,7000,9.88,0,0.13,N,9,1996-12-04
22456,22456,27,53250,RENT,1.0,MEDICAL,B,7000,10.37,0,0.13,N,6,1997-12-04
22457,22457,27,55000,MORTGAGE,2.0,VENTURE,D,7000,,0,0.13,Y,7,1997-12-04
22458,22458,28,48000,RENT,0.0,HOMEIMPROVEMENT,C,7000,12.68,1,0.15,N,10,1996-12-04
22459,22459,30,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.38,0,0.22,N,8,1994-12-04
22460,22460,34,55000,RENT,4.0,MEDICAL,B,7000,8.88,0,0.13,N,9,1990-12-04
22461,22461,30,85000,RENT,14.0,PERSONAL,B,7000,10.65,0,0.08,N,9,1994-12-04
22462,22462,30,85000,RENT,4.0,HOMEIMPROVEMENT,A,7000,8.9,0,0.08,N,5,1994-12-04
22463,22463,27,85000,RENT,2.0,VENTURE,C,7000,13.99,0,0.08,Y,9,1997-12-04
22464,22464,29,85000,RENT,3.0,EDUCATION,A,7000,6.92,0,0.08,N,8,1995-12-04
22465,22465,31,55000,MORTGAGE,2.0,PERSONAL,A,8000,7.14,0,0.15,N,10,1993-12-04
22466,22466,29,55000,MORTGAGE,3.0,VENTURE,A,6400,7.88,0,0.12,N,9,1995-12-04
22467,22467,35,90000,RENT,15.0,PERSONAL,B,7000,11.71,0,0.08,N,9,1989-12-04
22468,22468,32,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,6500,13.98,0,0.12,N,10,1992-12-04
22469,22469,28,49000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,19750,15.58,1,0.4,Y,9,1996-12-04
22470,22470,32,40100,RENT,3.0,EDUCATION,C,7175,12.99,0,0.18,Y,7,1992-12-04
22471,22471,31,55000,MORTGAGE,0.0,VENTURE,A,4500,7.14,0,0.08,N,6,1993-12-04
22472,22472,35,17280,RENT,6.0,VENTURE,D,7200,12.36,1,0.42,Y,8,1989-12-04
22473,22473,27,18200,RENT,8.0,VENTURE,A,7200,7.49,1,0.4,N,9,1997-12-04
22474,22474,32,55000,MORTGAGE,0.0,MEDICAL,C,9000,13.85,0,0.16,N,10,1992-12-04
